,cleaned_text,label,label_id
457,در نشست‌های خبری مسائل فنی پرسیده شود یا حاشیه‌ای؟ ____________ به گزارش ایرناپلاس، این پاسخ عجیب در حالی از سوی سرمربی استقلال در واکنش به یک سوال فنی ارائه شده که دستیار او در نشست خبری پیش از همان بازی درباره مشکلات حاشیه‌ای تیمش می‌گوید: «من این جا هستم که به پرسش‌های فنی پاسخ بدهم. مطابق آنچه آیین نامه‌ها و اصول حرفه‌ای حکم می‌کند، نشست خبری در هر مسابقاتی مربوط به مسائل فنی است و مربیان نمی‌توانند به غیر از مسائل فنی به هر پرسش دیگری پاسخ بدهند اما آنچه در نشست‌های خبری استقلال دیده می‌شود سرمربی دوست دارد مدیریت باشگاه را زیرسئوال ببرد و حتی مصاحبه‌های اخیر بازیکنان این تیم علیه مدیریت باشگاه فضای ایجاد کرده که از قبل هماهنگ شده است,negative,0
458,ششمین شکست شهروند ساری در سایه فرصت سوزی ____________ به گزارش ایرنا، هفته هفتم لیگ برتر فوتسال کشور عصر امروز پنجشنبه با برگزاری پنج مسابقه آغاز شد که در یکی از این دیدارها تیم فوتسال شهروند ساری در سالن سید رسول حسینی ساری میزبان یکی از دو تیم مشهدی لیگ برتر یعنی فرش آرا بود و در نهایت با نتیجه ۴ – ۳ این مسابقه را به مهمان خود واگذار کرد. بازیکنان شهروند در ۶ دقیقه پایانی نیمه نخست نیز چندین موقعیت گل به دست آوردند و تا یک قدمی گلزنی پیش رفتند، اما نتوانستند دروازه مهمان مشهدی خود را باز کنند و در نهایت نیمه نخست با نتیجه ۳ – ۱ به سود فرش آرا پایان یافت,negative,0
459,مدت قرنطینه در امیکرون ۵ روز است ____________ به گزارش برنا؛ مسعود مردانی عضو کمیته علمی ستاد مقابله با کرونا گفت: سازمان جهانی بهداشت مدت قرنطینه امیکرون را ۵ روز اعلام کرده، بعد از آن شخص می‌تواند با زدن دو ماسک کارهای روزمره خود را انجام بدهد. مردانی ادامه داد: در ایران و در کشور‌های غربی تعداد زیادی از کادر درمان مبتلا به اومیکرون شدند و اگر بخواهیم مدت قرنطینه را بیشتر در نظر بگیریم بیشتر بیمارستان‌ها تعطیل خواهد شد,negative,0
460,لیگ برتر فوتبال| مدافع کم کیفیت؛ ناجی جان آبی ها/ استقلال به سختی از سد هوادار گذشت ____________ به گزارش خبرنگار ورزشی شبکه اطلاع رسانی راه دانا؛ تیم‌های فوتبال استقلال و هوادار طی دیداری در چارچوب نخستین هفته از بیست و یکمین دوره رقابت‌های لیگ برتر فوتبال ایران، از ساعت ۱۸ امروز چهارشنبه - ۲۸ مهرماه در ورزشگاه بزرگ آزادی به مصاف هم دیگر رفتند. در این بازی مدیرعامل باشگاه هوادار، مهدی مهدوی کیا سرمربی تیم ملی امید و ناصر فریادشیران، معاون سابق باشگاه استقلال در استادیوم آزادی حضور داشتند و این بازی را از نزدیک تماشا کردند,negative,0
461,طرح جدید دستگاه امنیتی عراق برای مبارزه با تروریسم ____________ به گزارش ایرنا، ستاد اطلاع رسانی امنیتی عراق یکشنبه شب در بیانیه‌ای اعلام کرد: فرماندهی عملیات مشترک عراق مرحله جدیدی از مبارزه با تروریسم و تعقیب بقایای هسته‌های داعش را در دستور کار قرار داده‌اند,negative,0
462,سلطانیه، شهر خلاق ایران در حوزه ادبیات/تخلفات آبی در «دواسب» /مالکان خودروهای پلاک مخدوش شناسایی می‌شوند ____________ به گزارش خبرگزاری شبستان از زنجان، صفحه نخست روزنامه‌های مردم نو، صدای زنجان و زنگان امروز در زنجان به شرح زیر است. روزنامه زنگان امروز: «سلطانیه، شهر خلاق ایران در حوزه ادبیات»,negative,0
463,واکنش همسر شهید رضایی نژاد به فیلم «هناس» / اشک کارگردان درآمد ____________ روز هشتم جشنواره فیلم فجر روز پرحاشیه و نسبتا خبرسازی بود، عضو انجمن فیلمنامه نویسان ایران ادعای سرقت ادبی فیلمنامه ملاقات خصوصی را مطرح و کارگردان فیلم بی رویا از الهام از بزرگانی چون «اینگمار برگمان» و «رومن پولانسکی» در فضاسازی و روایت فیلم خود سخن گفت. هشتمین روز چهلمین جشنواره فیلم فجر در حالی به پایان رسید که نمایش بهترین مستند بخش آوینی پانزدهمین جشنواره سینماحقیقت باعث شده بود تا پای تعدادی از مسئولان به برج میلاد باز شود و اتفاقات قابل تاملی نیز پس از پایان نمایش مستند «سرباز شماره صفر» رقم خورد,negative,0
464,واکسن روسیه در سه دز تزریق می‌شود ____________ به گزارش خبرنگار گروه علم و پیشرفت خبرگزاری فارس به نقل از تاس، آیدار ایشوخاماتوف، مدیر کل مرکز چوماکووا و عضو متناظر آکادمی علوم روسیه در یک بیانیه جدید گفت: ممکن است برخی از افراد نیاز به دریافت سه دز از واکسن «کووی واک» covivac داشته باشند. ایشوخاماتوف، مدیر این مرکز به خبرگزاری تاس گفت: مرکز علمی فدرال چوماکووا روسیه برای تحقیق و توسعه محصولات ایمنی و بیولوژیکی، سه دز واکسن کووی واک برای تزریق را در نظر گرفته است,negative,0
465,فاجعه در هند در آستانه میزبانی از پرسپولیس؛ ریزش سقف ورزشگاه ____________ به گزارش گروه ورزشی خبرگزاری دانشجو، بازی‌های پرسپولیس در ورزشگاه ۳۲ساله و ۲۰هزار نفری جواهرلعل نهرو شهر گوا برگزار می‌شود که در سالهای اخیر طبق استانداردهای فیفا صندلی گذاری و بازسازی شده اما از سال ۱۹۹۰ چندین دوره مسابقات بین المللی کریکت هم در ان برگزار شده که اعتراض هواداران تیم فوتبال گوا را به همراه داشته اشت. هند در سالهای اخیر میزبان جام جهانی نوجوانان و برخی از این بازی‌ها و اغلب بازی‌های تیم ملی هند در استادیوم محل برگزاری بازی پرسپولیس برگزار شده داده است,negative,0
466,ایران وکره شمالی تنها متحدان خارج از اف ای تی اف ____________ در عالم واقع، چه میزان ارز به صورت چمدانی و روش‌های غیررسمی می‌تواند جابجا شود؟ آیا با این شیوه می‌توان تجارت و اقتصاد کشور را اداره کرد؟ آیا با این وضعیت امکان واردات ماشین الات واسطه‌ای، مواد اولیه و یا صادرات کالا، خدمات و محصول نهایی از ایران به صورت رسمی وجود دارد؟ افراد تصمیم گیری که مخالف fatf هستند، آیا قصد دارند که در کشور رونق ایجاد شود یا نه؟ شعار امسال، جهش تولید است. از این حرکت بر خلاف جریان مالی و تجاری جهان چه سودی حاصل ایران می‌شود؟ چگونه می‌توان توجیه کرد که این ملت کمترین منفعتی در اتخاذ چنین سیاستی دارد؟ متاسفانه جدا نگاه داشتن ایران از جریان مالی جهان موجب شده است که بانک‌های ایران در بازار بین المللی کار نکرده‌اند و کمتر مدیران ارشدی در کشور وجود دارند که مهارت کافی جهت کار با بانک‌های بین المللی را داشته باشند,positive,1
467,هشدار کانون تربیت اسلامی در آستانه انتخاب وزرا/ «وزیر غرب گرا» آموزش و پرورش را نابود می‌کند ____________ در شورای عالی آموزش و پرورش نیز تا توانستند زیرنظام‌های سند تحول را بر خلاف اهداف سند تحول تنظیم و تصویب کردند تا آنجاکه در اهداف دوره‌های تحصیلی مصوب سال هزار و سیصد و نود و هفت، واژه‌های ذیل را که در سال هزار و سیصد و هفتاد و نه تصویب شده بود حذف کردند: «ولایت فقیه، تولی و تبری، معنای جهاد و شهادت امربه معروف و نهی ازمنکر، حکومت دینی، روحیه سلحشوری و دفاع از کیان کشور اسلامی، انس با زبان فارسی، آشنایی با زبان عربی، احکام اقتصادی اسلام، حمایت از تولید داخلی، واژه دین به جای اسلام، حذف سیره امام خمینی ره، رساله عملیه و تقلید و جایگزینی واژه پیشوایان دینی به جای ائمه معصومین علیهم السلام. در موقعیت حساس فعلی با توجه به شدت مشکلات معیشتی و اقتصادی که دولت کنونی برای مردم پیش آورده است بیم آن می‌رود که خطر مشکلات انحراف از آرمان‌های انقلاب اسلامی در آموزش و پرورش مورد غفلت قرار گیرد اما از آنجا که رئیس جمهور منتخب به درستی بیان کرده‌اند کسانی که عامل پیدایش وضعیت موجود هستند نمی‌توانند منشا تغییر شرایط و مشکلات باشند، در آموزش و پرورش نیز این حقیقت مصداق دارد و امیدواریم انتظاری که در جامعه فرهنگیان، خانواده‌ها و حتی دانش آموزان پدید آمده و نوید تحولی نشاط آفرین در مدارس کشور را می‌دهد، تحقق یابد و زمام امور به وزیری انقلابی، تحول خواه و جوان گرا و از جامعه معلمان سپرده شود,positive,1
468,مو کاشتم ولی داره میریزه، چرا؟ - میهن نوین ____________ یکی از عوارض طبیعی بعد از کاشت مو، ریزش مو می‌باشد که کاملا طبیعی است و جای هیچ نگرانی وجود ندارد و تمام این عوارض رفع خواهند شد کافیت شما طبق روالی که در مطالب قبلی گفتیم مراحل مراقبت از موهای کاشته شده و تغیه صحیح را رعایت کنید. سن مناسب برای کاشت مو در آقایان بالای ۳۰ سال است، زیرا قبل از ۳۰ سالگی سطح هورمون‌ها در بدن متغیر است اما بعد از ۳۰ سالگی سطح هورمون‌ها به یک ثبات نسبی می‌رسد و تغییرات ناگهانی نخواهیم داشت و این مسئله از شانس ریزش مجدد موها می‌کاهد.۲ ماه قبل از کاشت مو با نظر پزشک متخصص ویتامین‌های d، e، b۵، b۱۲ ومصرف نمایید و تا ۶ ماه بعد ازکاشت نیز با نظر پزشک مصرف ویتامین را ادامه دهید. معمولا موهای کاشته شده در قسمت ابرو از روز اول تا روز بیستم بعد از کاشت شروع به رشد می‌نماید این رشد حدود یک میلی متر می‌باشد و بعد از روز بیستم ریزش ابرو بعد از کاشت ابرو شروع می‌شود و بعد از ۴۰ روز تقریبا حجم زیادی از ابروی کاشته شده شروع به ریزش می‌نماید و کل یا قسمتی از ابروی کاشته شده می‌ریزند، این امر جای نگرانی ندارد و امری کاملا طبیعی می‌باشد,negative,0
469,وضعیت فوق‏ العاده در انتاریو ____________ الجزیره در گزارش ۱۱فوریه در همین رابطه نوشت، اظهارات ترودو در حالی بیان شد که فرماندار انتاریو در واکنش به تعطیلی‌های مرزی وضعیت فوق العاده اعلام کرد و یک قاضی در این استان با صدور حکمی به کامیون داران دستور داد تا ساعت ۷ بعدازظهر به وقت محلی نیمه شب به وقت گرینویچ روز جمعه این پل بین المللی را پاکسازی کنند. «اوریلین بریدن» هم در گزارش ۱۱ فوریه برای نیویورک تایمز نوشت، هزاران خودروی حامل معترضان از سراسر فرانسه روز جمعه در جنبشی الهام گرفته از اعتراضات کامیون داران کانادا، به رغم هشدار مقامات فرانسوی مبنی بر شکستن تلاش‌ها برای مسدود کردن پایتخت، در پاریس گرد هم آمدند,positive,1
470,مرکز فرهنگی تبلیغی ادیان و مذاهب اسلامی پاسبان دین و ادیان جامعه ____________ به گزارش خبرنگار خبرگزاری شبستان از گرگان، حجت الاسلام «نورعلی دیلم» عصر امروز چهارشنبه ۳ شهریور در مراسم معارفه مسئول مرکز فرهنگی تبلیغی ادیان و مذاهب اسلامی اداره کل تبلیغات اسلامی گلستان اظهار کرد: با این انتصاب امیدواریم فصل خوبی در حوزه ادیان و مذاهب در استان گلستان ایجاد شود. وی به توانمندی‌های حجت الاسلام «احمد کوثری»، مسئول مرکز فرهنگی تبلیغی ادیان و مذاهب اسلامی گلستان اشاره کرد و افزود: سیره پیامبر مکرم اسلام صلی الله علیه و و آله وسلم و سیر وحدت گونه امیر المومنین علیه السلام و حضور ائمه اطهار علیه السلام تاکیدی بر اتحاد و برادری است,positive,1
471,انقلابی کهنسال ____________ در این گزارش مروری داشته‌ایم بر زندگی پرفرازونشیب سیاسی او در شش دهۀ اخیر,negative,0
472,درخواست‌های مجوز سرمایه گذاری در پیچ و خم‌های اداری گم می‌شود ____________ به گزارش خبرنگار پارلمانی خبرگزاری فارس، ولی الله بیاتی نماینده مردم تفرش، فراهان و آشتیان در مجلس شورای اسلامی در نطق میان دستور خود در نشست علنی در جلسه علنی امروز با اشاره به نامگذاری امسال از سوی رهبر معظم انقلاب با عنوان «تولید دانش بنیان و اشتغال آفرین» اظهار داشت: فرمان رهبر انقلاب برای شعار سال محقق نمی‌شود مگر اینکه مسئولان همگی با روحیه جهادی و عملیاتی کار کنند و در اجرای این فرمان از یکدیگر سبقت بگیرند. بیاتی در ادامه با بیان اینکه بیش از ۷۴ درصد جمعیت کشور در شهرها ساکن هستند اما شهرداری‌ها، متولی واحد و قدرتمندی ندارند، عنوان کرد: در دولت فقط یک سازمان در وزارت کشور به عملکرد شهرداری‌ها نظارت می‌کند که کافی نیست و لازم است وزارت شهرداری‌ها و دهیاری‌ها تشکیل شود,negative,0
473,علائم اولیه کووید ۱۹ براساس گروه سنی چیست؟ ____________ به نقل از دویک این تحقیق توسط محققان کالج کینگ در لندن با استفاده از داده‌های برنامه گزارش علائم بیماری کووید zoe covid انجام شده است. محققان اظهار کردند: برآورد ما براساس احتمال ابتلای فردی به کووید ۱۹ بر اساس علائم اولیه خوداظهاری گزارش شده تا افراد بتواند به موقع خود را منزوی و آزمایش فوری انجام دهند,negative,0
474,شکست گرین یارد در شب مصدومیت کریمی ____________ به گزارش ایرنا، تیم گرین یارد مازیک بلژیک در نخستین بازی خود در فصل جدید لیگ قهرمانان والیبال اروپا به مصاف دینامو مسکو روسیه رفت و با نتیجه سه بر صفر باخت. جواد کریمی پاسور تیم ملی والیبال ایران که در این بازی در ترکیب اصلی گرین یارد بود، در همان امتیازات نخست مسابقه از ناحیه مچ پای چپ مصدوم شد و لنگان لنگان و با کمک هم تیمی هایش از زمین بیرون رفت,negative,0
475,در خانه ماندن می‌تواند خوشایند باشد ____________ به گزارش برنا؛ مریم چوپانی روانشناس و مشاور خانواده در گفتگو با خبرنگار برنا با اشاره به پیامدهای در خانه ماندن در صورت نداشتن برنامه ریزی و پیش نبردن راهکارهای درست رفتاری گفت: با توجه به اینکه در طول یک سال گذشته به دلیل بیماری کرونا اکثر افراد جامعه به ویژه خانواده‌ها و بچه‌ها مجبور شدند زمان زیادی از اوقات خود را در خانه بگذرانند شاهد اختلالات رفتاری و ارتباطی در بین آنها بودیم. چوپانی افزود: از دیگر کارهایی که خانواده‌ها می‌توانند انجام دهند تا فضای آرامی را برای خود و فرزندانشان فراهم کنند دوری از اخبار ناگوار و ناخوشایند است، چرا که اضطراب ناشی از این گونه اخبار، به طور مستقیم روی رفتار آن‌ها تاثیر می‌گذارد,negative,0
476,از اوکراین، به عنوان «کشوری مستقل» حمایت می‌کنم ____________ نخست وزیر بریتانیا، همزمان با سفر به اوکراین در میانه تنش‌ها با روسیه، حمایت خود از استقلال این کشور را اعلام کرد. موضع کشورهای غربی در خصوص حمایت از اوکراین در برابر حمله روسیه در حالی اتخاذ می‌شود که این کشور بارها اعلام کرده است که تصمیمی برای این اقدام ندارد,positive,1
477,نگرانی‌ها از آغاز شیوع گونه آفریقای جنوبی ویروس کرونا در انگلیس ____________ به گزارش گروه بین الملل خبرگزاری فارس، جواب آزمایش ابتلای یازده نفر به نوع آفریقای جنوبی ویروس «کووید۱۹» در مناطق مختلفی از انگلیس، آنهم بدون اینکه با خارج از این کشور یا افرادی که به تازگی به سفر رفته‌اند ارتباط داشته باشند، مثبت شد. به نوشته خبرگزاری «رویترز»، وزارت بهداشت انگلیس اعلام کرد در هشت منطقه از این کشور که افراد آلوده به این نوع از ویروس کرونا ثبت شده‌اند، از ۱۰ هزار نفر به صورت تصادفی - چه علائم بیماری داشته باشند چه نه - آزمایش به عمل خواهد آمد,negative,0
478,دستگیری عامل خشونت فضای مجازی در یزد ____________ به گزارش خبرگزاری فارس، سرهنگ هادی رسائی پیش از ظهر امروز در جمع خبرنگاران با بیان این که ارتقاء سواد رسانه‌ای مهمترین ابزار برای مقابله با آسیب‌های مجازی است، اظهار کرد: با توجه به دریافت خبری مبنی بر ایجاد توهین و تهدید یکی از اراذل و اوباش نوظهور در فضای مجازی و تحریک جوانان به خشونت، بررسی موضوع در دستور کار ماموران پلیس اطلاعات و امنیت عمومی قرار گرفت. فرمانده انتظامی استان یزد گفت: پلیس با افرادی که به هر نحوی مخل امنیت و آسایش خانواده‌ها در فضای مجازی باشند برخورد خواهد کرد,negative,0
479,توضیحات عضو شورای شهر شیراز درباره روند انتخاب شهردار این کلانشهر ____________ این موضوع با حضور ۱۳ عضو شورا بررسی و مستند به بند ۲۴ ماده ۸۰ قانون تشکیلات، وظایف و انتخابات شوراهای اسلامی کشور و انتخاب شهرداران مصوب یکم خردادماه ۱۳۷۵ و اصلاحات بعدی آن و تبصره ذیل ماده ۳ دستورالعمل شرح وظایف ترکیب، تعداد و چگونگی اداره کمیسیون‌های شوراهای اسلامی شهر، شهرستان، استان و شورای عالی استانها مصوب دهم اسفندماه ۱۳۸۵ شورای عالی استانها، بند ۴ تصمیم دومین جلسه فوق العاده صحن علنی شورا لغو و مقرر شد که مجددا کمیته نامگذاری به کمیسیون نامگذاری تغییر یابد. شورای اسلامی شهر شیراز دارای کمیسیون‌های مختلفی است که با رای اکثریت اعضای این نهاد اعضای هر کمیسیون از میان ۱۳ عضو اصلی شورا انتخاب می‌شوند و در این کمیسیون‌ها طرح و لوایح بصورت تخصصی بررسی و برای تصویب به صحن علنی شورا ارجاع داده می‌شود,negative,0
480,تکریم مادران دو شهیدی در یاسوج ____________ به گزارش خبرنگار خبرگزاری شبستان از یاسوج، سید علی احمدزاده، استاندار کهگیلویه و بویراحمد و آیت الله سید نصیر حسینی، نماینده ولی فقیه در استان و امام جمعه یاسوج به مناسبت سالروز وفات حضرت ام البنین س به طور جداگانه با حضور در منزل خانواده‌های معزز شهیدان «جعفر جمشیدی»، «نظر جمشیدی»، شهیدان «منوچهر و حیدرقلی آناهیده» و شهیدان «جعفر و مهدی پیشوا» با مادران معزز این شهیدان دیدار کردند و آنها را مورد تکریم قرار دادند. وی قول مساعد داد که مبلغ ۱۰۰ میلیون تومان برای حسینیه شهیدان پیشوا اختصاص داده شود و خاطرنشان کرد: هر خانواده شهیدی که مشکل مسکن داشته باشد، با نظر بنیاد شهید پیگیری خواهیم کرد,negative,0
481,مسخره کردن جنجالی موسیقی رپ توسط شهاب حسینی ____________ در بخشی از برنامه شهاب حسینی با حضور مهران احمدی اظهار نظر جنجالی درباره موسیقی رپ می‌شود که باعث جنجال در میان طرفداران این موسیقی شده است. همین الان کل فضای مجازی به جنگ ‎شهاب حسینی نمی‌آمد؟ مجبور به عذرخواهی نمیشدند؟ فرقش با ‎رپ چیست؟ موضوع و اصل روایت و قصه همین جاست,negative,0
482,برنامه کارگاه‌های المپیاد فیلمسازی نوجوانان در اسفند ____________ به گزارش ایسنا به نقل از روابط عمومی پنجمین المپیاد فیلمسازی نوجوانان ایران، حافظ آهی، نواب محمودی، حامد سلیمانزاده و فریبرز آهنین در آخرین ماه از سال جاری با نوجوانان علاقه مند به فیلمسازی در کارگاه‌های آموزشی المپیاد فیلمسازی نوجوانان ایران گفت و گو خواهند کرد. حافظ آهی در کارگاه «آشنایی با سینما» ۳ اسفند، نواب محمودی در کارگاه «شناخت فیلم کوتاه» ۶ اسفند، حامد سلیمانزاده در کارگاه «آشنایی با ایده پردازی برای فیلم کوتاه» روزهای ۱۰ و ۱۳ اسفند و فریبرز آهنین در کارگاه «آشنایی با فیلمنامه کوتاه» در روزهای ۱۷، ۲۰ و ۲۴ اسفند ۹۹ تجربه‌های خود را به هنرجویان پنجمین المپیاد فیلمسازی نوجوانان ایران از طریق لایو اینستاگرام المپیاد با شناسه کاربری @olym,negative,0
483,سونی به دنبال نمایش تبلیغات در بازی‌های رایگان پلی استیشن ____________ با این حال، سونی ممکن است اطلاعات کاربران را به تبلیغات کنندگان بفروشد، اما به گفته یک منبع خبری، این اطلاعات شامل نام بازیکنان و آدرس ایمیل آنها نمی‌شود و این شرکت به طور سختگیرانه‌ای، تبلیغات مشتریان را مورد بررسی قرار می‌دهد. منابع نزدیک به سونی اعلام کردند که سونی در حال کار روی راهکارهایی برای اضافه کردن تبلیغات به بازی‌های رایگان پلی استیشن است,negative,0
484,تنشها بر سر سد النهضه وارد مرحله خطرناکی شده است ____________ از سوی دیگر، پافشاری اتیوپی بر آغاز مرحله دوم آبگیری سد النهضه نیز نشان می‌دهد که هدف این کشور تنها توسعه و تولید برق نیست، بلکه آدیس آبابا به دنبال تسلط بر منابع آب رود نیل و فروش آن است؛ امری که با واکنش شدید مقامات مصری از جمله «عبدالفتاح السیسی»، رئیس جمهوری این کشور روبرو شده که گفته است همه گزینه‌ها از جمله اقدام نظامی علیرغم تبعات بین المللی آن روی میز است. با این تفاسیر آیا مصر به گزینه نظامی پس از مذاکرات ماراتن وار و بی نتیجه با اتیوپی روی خواهد آورد؟ پاسخ به این پرسش دشوار است اما تحلیلگران بر این باورند که با توجه به اینکه سامانه‌های اسرائیلی حامی سد النهضه هستند و صهیونیست‌ها در پس پرده مواضع اتیوپی قرار دارند، از این رو قاهره باید بداند که سر افعی در تل آویو است نه در آدیس آبابا و بر این اساس با موضوع برخورد کند,positive,1
485,«زندگی شیرین با مزه سگی» اجراخوانی می‌شود/معرفی برگزیدگان جشنواره مجازی تابستان گچساران ____________ - تئاتر و عرصه هنرهای نمایشی از ابتدای تیر ماه سال جاری و بعد از نزدیک به پنج ماه تعطیلی بار دیگر آغاز به کار کرد، هر چند بسیاری در ابتدا مخالف بازگشایی زودهنگام سالن‌های نمایش بودند اما تماشاخانه‌های تئاتر مکلف شدند تا با رعایت پروتکل‌های بهداشتی میزبان مخاطبان باشند. رئیس اداره فرهنگ و ارشاد اسلامی گفت: هیات داوران جشنواره مجازی تابستان گچساران متشکل از سید یونس آبسالان، کورش شمس و مهرداد علی پور سه اثر برتر در بخش نمایشنامه نویسی را به شرح زیر اعلام کردند: نفر اول با اهداء لوح تقدیر و جایزه نقدی جشنواره به آقای محمدصالح کرمینفر دوم با اهداء لوح تقدیر و جایزه نقدی جشنواره به سرکار خانم حدیث سیرجانیاننفر سوم با اهداء لوح تقدیر و جایزه نقدی جشنواره به حسن سالار منشنمایشنامه «زندگی شیرین با مزه سگی» نوشته حامد مکملی با طراحی و کارگردانی شادی اسدپور و بازی و هدایت بازیگر فرزین محدث از ۱۰ تا ۱۵ آبان ساعت ۱۹ به صورت آنلاین در سایتمی‌شود. دیگر عوامل و بازیگران این کار عبارتند از دستیار اول کارگردان و برنامه ریز: امیرحسین رجبلو، دستیار دوم: پرستو بازیار، بازیگران: فرزین‌محدث، همراز عزتی، سعیده مصطفوی، کیمیا مرادی رفیق،، مهسا میرکاظمی، سید محمد علی هاشمی، محمد رخشان فر، شقایق زال پور، محمد اسماعیلی، رضا اکبری، محیا قلی نیا، مبینا معظمی، فرزانه دادخواهی اصل، رجبلو، مهسا اسدپور، مرجان گل یاری، شیوا دارابی، کتایون وزیری، سعیدنمایش «دایک» کاری از گزوه تئاتر هنر، به نویسندگی هیوا ربانی و کارگردانی حامد عالمی پور در سومین حضور بین المللی خود در فستیوال تئاتر کوئینتای یونان برگزیده شد,negative,0
486,ورزشکاران یزد حضوری پرشور در انتخابات داشته باشند ____________ به گزارش ایرنا، مسعود شریعتی شامگاه چهارشنبه در آیین تجلیل از دختران قهرمان و مدال آور تکواندو استان افزود: حضور گسترده مردم و ورزشکاران در انتخابات ضامن اقتدار و عزت کشور است و توطئه دشمنان انقلاب اسلامی را خنثی می‌کند. وی در ادامه با قدردانی از تلاش هیات تکواندو در توسعه این رشته ادامه داد: این رشته یکی از موفق‌ترین و مدال آورترین رشته‌های ورزشی کشور محسوب می‌شود که موفقیت‌های پی در پی آن موجب شده تا علاقه مندان بسیاری داشته باشد و نوجوانان و جوانان زیادی به این رشته روی بیاورند,negative,0
487,سمرقند میزبان سومین همایش منطقه‌ای ازبکستان و روسیه ____________ به گزارش خبرنگار خبرگزاری فارس در تاشکند، «خرم تشابایف» معاون وزیر سرمایه گذاری و تجارت خارجی ازبکستان گفت: شهر «سمرقند» در ماه اکتبر سال جاری میلادی میزبان سومین همایش بین مناطق ازبکستان و روسیه است. تشابایف یادآوری کرد که در دومین همایش بین مناطق ازبکستان و روسیه در سال ۲۰۲۱ میلادی روسای تمام ۱۴ منطقه ازبکستان و نمایندگان ۶۰ شرکت روسیه حضور پیدا کردند,negative,0
488,آمادگی دانشگاه علوم پزشکی کرمانشاه برای اربعین ____________ به گزارش خبرگزاری فارس از کرمانشاه، محمودرضا مرادی امروز در نخستین جلسه کمیته بهداشت و درمان اربعین، اظهار داشت: در کنار کمیته‌های امنیتی، یکی از مهمترین کمیته‌های بسیار مهم در اربعین کمیته بهداشت و درمان است. رئیس دانشگاه علوم پزشکی کرمانشاه تصریح کرد: به لحاظ زیرساختی نسبت به سنوات گذشته شرایط بهتری داریم؛ بیمارستان اسلام آباد غرب که در زلزله آسیب دیده بود راه اندازی شد، همچنین بیمارستان‌های قصرشیرین و سرپل ذهاب از نظر امکانات و تجهیزات تقویت شده‌اند,negative,0
489,نمایشی که از متن اثر جا نمانده است ____________ قبل از هر چیز باید گفت نمایش بانوی محبوب من به کارگردانی گلاب آدینه اثری است که برای آن به شدت زحمت کشیده شده است و این را به خوبی می‌توان از اجرای اثر دریافت. جامعه ضعیف و پایینی که در آن پرورش یافته و بزرگ شده بود و جامعه اشرافی که در این مدت شش ماه تلاش داشت تا خود را به آن بقبولاند، چیزی که در پایان با آن مواجه می‌شود این است که انگار دیگر به هیچکدام از آنها تعلق ندارد و نه طبقه قبلی او را دیگر می‌پذیرند و نه طبقه اجتماعی جدید را باور دارد و این دقیقا بحرانی است که نویسنده با خلق موقعیت‌های طنز و قرار دادن آدمها در جایگاه هایی که متعلق به خودشان نیست به آن پرداخته است و در طرف دیگر قصه، با دلدادگی پروفسور هنری هیگینز زبان شناس مغرور به «الیزا دولیتل» دختر عامی و کوچه بازاری لندنی مواجه می‌شویم که آن نیز از تناقض‌های بالایی برخوردار است,negative,0
490,دردسر ناظر بازی نساجی و استقلال برای ورود به ورزشگاه وطنی ____________ به گزارش خبرگزاری فارس، از هفته بیست و نهم رقابت‌های لیگ برتر فوتبال باشگاهی کشور تیم‌های نساجی و استقلال از ساعت ۲۱:۱۵ در ورزشگاه وطنی قائمشهر به مصاف هم خواهند رفت. در شرایطی که ناظر این بازی با در دست داشتن کارت خود قصد داشت وارد ورزشگاه شود، عوامل حاضر در ورزشگاه از حضور او ممانعت کردند,negative,0
491,تیراندازی در پاریس به وقوع پیوست ____________ به گزارش برنا، یک نفر در منطقه ۱۶ پاریس در نزدیکی بیمارستان هنری دونانت به ضرب گلوله کشته شده است. همچنین دو نفر مجروح شده‌اند و یکی از مجروحان پس از انتقال به بیمارستان جان باخته است,positive,1
492,ثبت برند ____________ برای تحقق چنین امری نیاز است تا قبل از هر چیزی نسبت به ثبت برند، ثبت نشان تجاری و یا ثبت لوگو اقدام نماییم. در خصوص ثبت برند، ثبت نشان تجاری و یا ثبت لوگو، همواره سوالات مهمی مطرح است که در این میان، ۲ سوال نسبت به سایر سوالات پرتکرارتر می‌باشد,negative,0
493,مدیران کانون‌های مساجد قم آموزش مهارتی کسب و کارهای نوپا می‌بینند ____________ حجت الاسلام روحانی اضافه کرد: کارگاه‌های «تامین منابع مالی برای کسب و کار و استار تاپ» با تدریس مهندس رضوانی، «تیم و منابع انسانی در کسب و کار» با حضور دکتر ایرانشاهی، «فنون مذاکره و اداره جلسات» با ارائه مهندس حسن پور و دو کارگاه «استراتژی کسب و کار» با حضور مهندس صادق منش در این دوره آموزشی برگزار می‌شود. به گزارش خبرگزاری حوزه، حجت الاسلام سعید روحانی در گفت و گو با خبرنگاران با اشاره به مطلب فوق ابراز داشت: ستاد هماهنگی کانون‌های فرهنگی هنری مساجد استان قم با همکاری مؤسسه رایه الهدی و اداره کل ورزش و جوانان استان قم دوره آموزشی کسب و کارهای نوپا را برگزار می‌کند,positive,1
